Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,198.779999,199.990005,197.619995,198.419998,180.921814,4371510
2010-01-05,199.600006,204.000000,199.139999,202.559998,184.696716,7629380
2010-01-06,204.000000,205.740005,198.509995,199.160004,181.596573,5953585
2010-01-07,199.289993,201.199997,197.820007,200.570007,182.882217,4964525
2010-01-08,200.600006,203.979996,199.270004,203.190002,185.271133,7931425
2010-01-11,203.800003,210.600006,203.020004,209.880005,191.371201,10096505
2010-01-12,209.600006,215.000000,206.199997,209.860001,191.352951,14351905
2010-01-13,208.300003,209.770004,205.309998,208.059998,189.711655,10503700
2010-01-14,208.960007,215.800003,208.380005,213.220001,194.416626,10746410
2010-01-15,216.000000,218.679993,213.039993,215.559998,196.550278,16362695
2010-01-18,214.000000,222.600006,212.139999,221.529999,201.993790,10033600
2010-01-19,235.539993,235.539993,218.619995,221.149994,201.647308,8069485
2010-01-20,221.399994,223.770004,216.039993,216.750000,197.635345,6584845
2010-01-21,217.000000,218.199997,210.000000,212.250000,193.532181,7313095
2010-01-22,209.000000,211.580002,205.000000,206.330002,188.134232,7275735
2010-01-25,205.199997,205.929993,201.029999,203.740005,185.772659,5243060
2010-01-27,200.619995,201.929993,193.029999,194.550003,177.393066,12127575
2010-01-28,195.600006,206.000000,195.600006,203.759995,185.790863,14347760
2010-01-29,201.990005,209.000000,197.639999,205.139999,187.049179,15392485
2010-02-01,205.199997,214.399994,201.000000,212.509995,193.769241,10680450
2010-02-02,213.039993,216.399994,206.050003,207.460007,189.164612,8883385
2010-02-03,209.110001,215.399994,204.809998,214.199997,195.310196,13260715
2010-02-04,211.979996,213.789993,209.000000,209.690002,191.197968,6585835
2010-02-05,206.740005,207.600006,199.020004,205.139999,187.049179,12212410
2010-02-06,null,null,null,null,null,null
2010-02-08,205.000000,208.339996,200.199997,204.539993,186.502090,7426465
2010-02-09,205.000000,211.399994,202.639999,207.710007,189.392548,9225825
2010-02-10,208.800003,209.100006,204.020004,204.929993,186.857727,8286355
2010-02-11,206.000000,208.979996,205.679993,206.639999,188.416901,4078795
2010-02-15,206.600006,208.899994,202.000000,205.770004,187.623657,4549330
2010-02-16,206.399994,208.339996,203.669998,205.229996,187.131256,6636255
2010-02-17,206.800003,214.770004,206.399994,213.460007,194.635468,11366410
2010-02-18,213.399994,223.259995,213.110001,219.699997,200.325180,24856930
2010-02-19,214.399994,220.449997,214.199997,218.899994,199.595749,13856280
2010-02-22,220.699997,223.000000,216.250000,221.490005,201.957306,8715490
2010-02-23,220.000000,225.960007,217.740005,219.630005,200.261337,11249705
2010-02-24,219.000000,222.190002,213.009995,218.759995,199.468079,8601590
2010-02-25,219.220001,220.589996,216.309998,219.250000,199.914856,7738815
2010-02-26,220.800003,227.399994,217.000000,224.899994,205.066574,8116780
2010-03-02,226.199997,235.000000,226.000000,231.000000,210.628662,14963530
2010-03-03,232.800003,234.990005,228.160004,229.779999,209.516235,11365680
2010-03-04,230.000000,230.490005,222.500000,224.330002,204.546844,11118615
2010-03-05,225.000000,227.899994,220.080002,220.669998,201.209610,13164750
2010-03-08,228.850006,228.850006,221.419998,225.860001,205.941925,15896925
2010-03-09,209.000000,226.679993,209.000000,223.529999,203.817413,4524955
2010-03-10,223.529999,227.000000,223.399994,226.300003,206.343124,6196885
2010-03-11,225.479996,230.979996,225.479996,230.270004,209.963043,9045940
2010-03-12,230.199997,232.320007,228.309998,230.210007,209.908340,9742385
2010-03-15,225.720001,230.860001,225.720001,228.539993,208.385605,4507825
2010-03-16,227.800003,229.779999,226.500000,228.979996,208.786789,6725940
2010-03-17,231.000000,231.490005,227.809998,229.839996,209.570953,12125165
2010-03-18,229.059998,234.399994,228.820007,232.759995,212.233444,7689270
2010-03-19,234.399994,234.399994,230.309998,231.199997,210.811035,6133220
2010-03-22,220.000000,230.470001,220.000000,229.300003,209.078583,5492690
2010-03-23,230.699997,234.380005,230.399994,232.389999,211.896072,6263015
2010-03-25,230.419998,233.039993,229.360001,230.960007,210.592178,7565780
2010-03-26,231.020004,239.589996,230.300003,238.649994,217.604004,9027285
2010-03-29,239.399994,243.000000,237.000000,239.789993,218.643463,6028530
2010-03-30,239.789993,242.399994,233.929993,234.619995,213.929413,5330135
2010-03-31,234.399994,236.940002,232.380005,233.649994,213.044983,3538230
2010-04-01,233.600006,236.839996,233.600006,234.710007,214.011459,3816315
2010-04-05,235.440002,236.600006,231.600006,235.419998,214.658859,4195040
2010-04-06,236.000000,236.779999,233.199997,234.910004,214.193848,4302480
2010-04-07,236.399994,238.630005,229.660004,232.860001,212.324615,18454375
2010-04-08,231.389999,233.100006,230.000000,231.350006,210.947815,6740765
2010-04-09,232.000000,239.970001,231.500000,236.690002,215.816849,12797095
2010-04-12,236.259995,237.679993,233.029999,235.380005,214.622391,7172525
2010-04-13,236.000000,236.000000,230.610001,231.520004,211.102829,4825870
2010-04-15,233.000000,234.589996,228.399994,229.660004,209.406830,7152780
2010-04-16,229.229996,231.940002,226.279999,229.679993,209.425034,5622710
2010-04-19,228.000000,232.800003,225.639999,231.860001,211.412827,6129665
2010-04-20,232.000000,239.000000,232.000000,237.399994,216.464233,8998350
2010-04-21,239.000000,250.399994,239.000000,247.479996,225.655334,26047175
