Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,379.335358,388.818756,375.979706,387.943359,301.685150,411250
2010-01-05,388.964661,395.870483,388.137878,394.751953,306.979858,514573
2010-01-06,394.897827,400.441986,387.505676,396.697266,308.492615,394475
2010-01-07,395.675964,400.733765,394.071075,399.955658,311.026550,407100
2010-01-08,400.733765,401.706421,390.764069,394.460144,306.752930,163401
2010-01-11,390.277740,398.788452,390.277740,395.481445,307.547150,116520
2010-01-12,395.384155,399.663849,387.262512,387.894714,301.647308,257369
2010-01-13,383.128723,390.812683,380.940247,384.101379,298.697418,467568
2010-01-14,386.143951,389.694153,380.016235,382.350586,297.335907,569723
2010-01-15,384.198639,385.122650,373.499451,374.617981,291.322632,765441
2010-01-18,371.554138,383.225983,369.706085,381.232056,296.466064,553287
2010-01-19,381.864258,389.061920,381.864258,385.074036,299.453796,265820
2010-01-20,386.046692,393.438873,386.046692,391.493561,304.445953,478779
2010-01-21,389.061920,391.882599,382.545135,385.365814,299.680725,299789
2010-01-22,379.918945,388.575592,373.499451,379.529907,295.142426,528258
2010-01-25,375.055695,383.225983,374.861145,379.384003,295.028931,352663
2010-01-27,377.390045,383.760956,355.116272,362.119385,281.603088,559100
2010-01-28,364.745544,372.429504,356.088928,362.702972,282.056854,1435041
2010-01-29,363.772888,388.040619,349.961182,379.724426,295.293610,1413428
2010-02-01,378.362701,394.995117,375.298859,393.341583,305.883087,574669
2010-02-02,392.952545,400.733765,389.548248,392.806641,305.467072,757356
2010-02-03,398.302124,398.302124,389.256439,390.666779,303.803009,343711
2010-02-04,388.089264,390.034576,380.794342,382.885559,297.751892,293349
2010-02-05,374.520721,377.827759,367.760773,370.776001,288.334900,237268
2010-02-06,null,null,null,null,null,null
2010-02-08,370.581482,380.745728,368.538910,378.022278,293.970001,328800
2010-02-09,374.812531,379.335358,374.374817,376.855103,293.062317,217291
2010-02-10,382.253326,382.253326,369.900604,371.748657,289.091278,303357
2010-02-11,375.444733,376.417389,371.797302,374.374817,291.133484,189544
2010-02-15,379.335358,381.669739,369.706085,371.602753,288.977814,144894
2010-02-16,371.554138,378.168182,363.286560,375.152954,291.738647,292197
2010-02-17,377.292786,380.210754,369.219757,371.845917,289.166931,297930
2010-02-18,375.250214,375.444733,366.885376,368.636169,286.670898,259589
2010-02-19,366.690857,375.201569,362.946136,369.706085,287.502899,290918
2010-02-22,377.292786,377.390045,366.982635,372.380890,289.582977,211473
2010-02-23,369.608826,373.013123,366.788116,368.879333,286.859955,149484
2010-02-24,367.712128,373.937134,365.085968,371.165070,288.637451,447857
2010-02-25,371.554138,382.058807,369.122498,371.165070,288.637451,316246
2010-02-26,373.013123,386.095306,372.526794,382.253326,297.260254,382978
2010-03-02,381.280670,398.302124,381.280670,393.925201,306.336945,565323
2010-03-03,398.642548,407.542358,394.897827,404.381226,314.468140,663172
2010-03-04,403.651733,420.673187,402.824982,419.068298,325.889526,991192
2010-03-05,420.284119,429.864777,416.296234,418.047028,325.095306,842732
2010-03-08,426.800903,426.800903,412.940582,418.873779,325.738220,622619
2010-03-09,417.268890,418.241547,410.508942,411.530243,320.027527,382006
2010-03-10,411.432983,416.198975,404.721649,406.034729,315.753906,588136
2010-03-11,410.849365,410.849365,397.183594,398.885712,310.194458,578554
2010-03-12,401.609161,405.986115,396.843140,397.669922,309.249023,237231
2010-03-15,397.815796,398.302124,387.165222,388.867371,302.403748,310377
2010-03-16,391.396271,392.855255,387.213867,389.305084,302.744080,337994
2010-03-17,390.909943,393.682037,384.198639,387.067963,301.004364,264961
2010-03-18,387.116608,395.773224,384.539063,393.584747,306.072205,593230
2010-03-19,398.302124,400.441986,391.493561,396.599976,308.416992,866877
2010-03-22,391.979889,396.648621,385.365814,388.040619,301.760742,516870
2010-03-23,390.034576,391.833984,382.739655,389.499603,302.895355,438999
2010-03-25,388.818756,403.457214,384.782227,396.843140,308.606079,718677
2010-03-26,399.274780,406.569702,399.274780,402.046844,312.652740,381459
2010-03-29,405.305237,409.390411,397.037689,399.809753,310.913055,397896
2010-03-30,403.651733,408.320465,400.247437,401.706421,312.388031,278470
2010-03-31,410.363068,410.363068,397.134949,398.983002,310.270142,269729
2010-04-01,396.843140,404.624390,396.843140,401.755066,312.425842,240560
2010-04-05,405.597046,409.439026,401.706421,408.125946,317.380157,319669
2010-04-06,404.624390,413.281006,404.624390,410.022614,318.855133,318040
2010-04-07,410.460327,422.034912,410.460327,418.144287,325.170990,1028813
2010-04-08,416.344879,418.144287,408.563629,412.843323,321.048615,268945
2010-04-09,392.223053,414.837250,392.223053,409.584930,318.514771,372992
2010-04-12,411.432983,411.432983,401.220093,405.013458,314.959717,306116
2010-04-13,404.624390,408.028687,401.171478,402.970886,313.371338,246682
2010-04-15,404.138062,405.791565,392.320313,393.973816,306.374725,539953
